Trans Size,Total Contracts,Contracts,Premiums,Contracts.1,Premiums.1,Contracts.2,Premiums.2,Contracts.3,Premiums.3,porc,ds
TOTAL COMB,133804308,"50,850,961",$21827296656.6300,"82,953,347",$43045325768.3300,"28,435,772",$12801769920.0400,"105,368,536",$52070852504.9200,comb,2021-03-12
CUST (1-10),19555681,"15,907,627",$6868969669.4500,"3,648,054",$1587956008.5700,"5,919,102",$2386904874.0800,"12,385,192",$5829622475.9500,calls,2021-03-19
CUST (11-49),11076541,"8,787,561",$2602927753.0000,"2,288,980",$745077294.6000,"3,938,278",$1144455087.0000,"7,589,321",$2401312482.2500,calls,2021-03-19
CUST (50-UP),14121506,"9,866,046",$2653545976.0000,"4,255,460",$1388568168.5000,"5,431,195",$1698328778.0000,"9,621,579",$2713162951.0000,calls,2021-03-19
CUST (ALL),44753728,"34,561,234",$12125443398.4500,"10,192,494",$3721601471.6700,"15,288,575",$5229688739.0800,"29,596,092",$10944097909.2000,calls,2021-03-19
FIRM (ALL),2555970,"1,138,966",$761215963.6500,"1,417,004",$482690319.5300,"1,209,803",$923326950.2000,"1,240,696",$488651683.0000,calls,2021-03-19
M-M (ALL),42755908,0,$0,"42,755,908",$18565183154.7000,0,$0,"42,730,440",$18070369026.5200,calls,2021-03-19
TOTAL CALLS,90065606,"35,700,200",$12886659362.1000,"54,365,406",$22769474945.9000,"16,498,378",$6153015689.2800,"73,567,228",$29503118618.7200,calls,2021-03-19
CUST (1-10),6908338,"4,298,174",$2345161955.3400,"2,610,164",$1579282932.2600,"4,297,614",$2244812659.6600,"3,218,954",$1945405726.4600,puts,2021-03-19
CUST (11-49),3981915,"2,577,074",$870500148.0000,"1,404,841",$583594823.2000,"2,585,132",$955746243.0000,"1,881,789",$656591625.6000,puts,2021-03-19
CUST (50-UP),5834986,"3,220,353",$913520680.0000,"2,614,633",$1185850087.0000,"3,392,675",$1179354297.0000,"3,017,014",$1004152791.0000,puts,2021-03-19
CUST (ALL),16725239,"10,095,601",$4129182783.3400,"6,629,638",$3348727842.4600,"10,275,421",$4379913199.6600,"8,117,757",$3606150143.0600,puts,2021-03-19
FIRM (ALL),1964989,"935,736",$757706411.0000,"1,029,253",$718590374.0000,"699,693",$568534181.0000,"1,178,551",$846645314.0000,puts,2021-03-19
M-M (ALL),19761197,0,$0,"19,761,197",$10397599242.9200,0,$0,"18,180,003",$9950563816.0000,puts,2021-03-19
TOTAL PUTS,38451425,"11,031,337",$4886889194.3400,"27,420,088",$14464917459.3800,"10,975,114",$4948447380.6600,"27,476,311",$14403359273.0600,puts,2021-03-19
CUST (1-10),26464019,"20,205,801",$9214131624.7900,"6,258,218",$3167238940.8300,"10,216,716",$4631717533.7400,"15,604,146",$7775028202.4100,comb,2021-03-19
CUST (11-49),15058456,"11,364,635",$3473427901.0000,"3,693,821",$1328672117.8000,"6,523,410",$2100201330.0000,"9,471,110",$3057904107.8500,comb,2021-03-19
CUST (50-UP),19956492,"13,086,399",$3567066656.0000,"6,870,093",$2574418255.5000,"8,823,870",$2877683075.0000,"12,638,593",$3717315742.0000,comb,2021-03-19
CUST (ALL),61478967,"44,656,835",$16254626181.7900,"16,822,132",$7070329314.1300,"25,563,996",$9609601938.7400,"37,713,849",$14550248052.2600,comb,2021-03-19
FIRM (ALL),4520959,"2,074,702",$1518922374.6500,"2,446,257",$1201280693.5300,"1,909,496",$1491861131.2000,"2,419,247",$1335296997.0000,comb,2021-03-19
M-M (ALL),62517105,0,$0,"62,517,105",$28962782397.6200,0,$0,"60,910,443",$28020932842.5200,comb,2021-03-19
TOTAL COMB,128517031,"46,731,537",$17773548556.4400,"81,785,494",$37234392405.2800,"27,473,492",$11101463069.9400,"101,043,539",$43906477891.7800,comb,2021-03-19
CUST (1-10),16611612,"13,308,885",$5586700022.5000,"3,302,727",$1231623251.3000,"6,377,810",$2165207401.0000,"8,812,215",$4063635183.4300,calls,2021-03-26
CUST (11-49),9732412,"7,639,662",$1907164289.5000,"2,092,750",$522439547.0000,"4,204,981",$838739072.0000,"5,700,392",$1586195286.0000,calls,2021-03-26
CUST (50-UP),12099351,"8,678,837",$2072152864.5000,"3,420,514",$936361732.0000,"5,411,308",$1175106614.2500,"7,059,278",$1791972574.0000,calls,2021-03-26
CUST (ALL),38443375,"29,627,384",$9566017176.5000,"8,815,991",$2690424530.3000,"15,994,099",$4179053087.2500,"21,571,885",$7441803043.4300,calls,2021-03-26
FIRM (ALL),1651415,"924,237",$552900069.5000,"727,178",$420892978.0000,"1,198,330",$679625284.0000,"839,086",$502553833.0000,calls,2021-03-26
M-M (ALL),37143304,0,$0,"37,143,304",$13583556315.4300,0,$0,"37,634,694",$14010755822.0500,calls,2021-03-26
TOTAL CALLS,77238094,"30,551,621",$10118917246.0000,"46,686,473",$16694873823.7300,"17,192,429",$4858678371.2500,"60,045,665",$21955112698.4800,calls,2021-03-26
CUST (1-10),6877435,"4,743,406",$2553310885.0000,"2,134,029",$1533845478.2000,"4,383,399",$2301789109.5000,"3,343,210",$2127561024.0000,puts,2021-03-26
CUST (11-49),4242261,"3,022,873",$1056102802.5000,"1,219,388",$612744872.2500,"2,700,905",$969596559.0000,"2,017,400",$821669851.0000,puts,2021-03-26
CUST (50-UP),6141977,"3,791,915",$1027297066.5000,"2,350,062",$1092496988.7500,"3,450,345",$1003681859.0000,"3,038,195",$1125378168.0000,puts,2021-03-26
CUST (ALL),17261673,"11,558,194",$4636710754.0000,"5,703,479",$3239087339.2000,"10,534,649",$4275067527.5000,"8,398,805",$4074609043.0000,puts,2021-03-26
FIRM (ALL),1773704,"1,018,392",$503011813.0000,"755,312",$573974060.0000,"924,704",$661937829.5000,"994,702",$802335335.0000,puts,2021-03-26
M-M (ALL),20780115,0,$0,"20,780,115",$10699000268.0000,0,$0,"18,962,632",$9837834499.2000,puts,2021-03-26
TOTAL PUTS,39815492,"12,576,586",$5139722567.0000,"27,238,906",$14512061667.2000,"11,459,353",$4937005357.0000,"28,356,139",$14714778877.2000,puts,2021-03-26
CUST (1-10),23489047,"18,052,291",$8140010907.5000,"5,436,756",$2765468729.5000,"10,761,209",$4466996510.5000,"12,155,425",$6191196207.4300,comb,2021-03-26
CUST (11-49),13974673,"10,662,535",$2963267092.0000,"3,312,138",$1135184419.2500,"6,905,886",$1808335631.0000,"7,717,792",$2407865137.0000,comb,2021-03-26
CUST (50-UP),18241328,"12,470,752",$3099449931.0000,"5,770,576",$2028858720.7500,"8,861,653",$2178788473.2500,"10,097,473",$2917350742.0000,comb,2021-03-26
CUST (ALL),55705048,"41,185,578",$14202727930.5000,"14,519,470",$5929511869.5000,"26,528,748",$8454120614.7500,"29,970,690",$11516412086.4300,comb,2021-03-26
FIRM (ALL),3425119,"1,942,629",$1055911882.5000,"1,482,490",$994867038.0000,"2,123,034",$1341563113.5000,"1,833,788",$1304889168.0000,comb,2021-03-26
M-M (ALL),57923419,0,$0,"57,923,419",$24282556583.4300,0,$0,"56,597,326",$23848590321.2500,comb,2021-03-26
TOTAL COMB,117053586,"43,128,207",$15258639813.0000,"73,925,379",$31206935490.9300,"28,651,782",$9795683728.2500,"88,401,804",$36669891575.6800,comb,2021-03-26
CUST (1-10),12808848,"10,474,053",$4184135481.0000,"2,334,795",$1117502788.2200,"4,751,934",$1620867352.2400,"7,470,233",$3692829195.9900,calls,2021-04-02
CUST (11-49),7260890,"5,785,199",$1499474686.0000,"1,475,691",$439739182.5000,"3,122,960",$689500389.0000,"4,422,991",$1334007983.0000,calls,2021-04-02
CUST (50-UP),9712759,"7,104,126",$2110181292.7500,"2,608,633",$663537830.0000,"4,214,080",$1337487978.5000,"5,799,883",$1555450047.5500,calls,2021-04-02
CUST (ALL),29782497,"23,363,378",$7793791459.7500,"6,419,119",$2220779800.7200,"12,088,974",$3647855719.7400,"17,693,107",$6582287226.5400,calls,2021-04-02
FIRM (ALL),1432854,"718,070",$559158424.0000,"714,784",$214089578.6600,"831,166",$665295613.8600,"815,809",$286846107.0000,calls,2021-04-02
M-M (ALL),28814523,0,$0,"28,814,523",$11810675734.9300,0,$0,"28,600,818",$11416210330.9200,calls,2021-04-02
TOTAL CALLS,60029874,"24,081,448",$8352949883.7500,"35,948,426",$14245545114.3100,"12,920,140",$4313151333.6000,"47,109,734",$18285343664.4600,calls,2021-04-02
CUST (1-10),4841411,"3,134,973",$1564469794.4400,"1,706,438",$968458909.3500,"3,085,753",$1529929535.0000,"2,119,434",$1140998270.6800,puts,2021-04-02
CUST (11-49),2728764,"1,843,965",$613316528.0000,"884,799",$356078736.0000,"1,796,099",$598403315.0000,"1,243,654",$411037148.0000,puts,2021-04-02
CUST (50-UP),3872246,"2,262,065",$504499992.5000,"1,610,181",$635590890.7500,"2,206,717",$693328694.2500,"2,265,024",$704003810.0000,puts,2021-04-02
CUST (ALL),11442421,"7,241,003",$2682286314.9400,"4,201,418",$1960128536.1000,"7,088,569",$2821661544.2500,"5,628,112",$2256039228.6800,puts,2021-04-02
FIRM (ALL),1296061,"542,252",$305816005.0000,"753,809",$448431233.0000,"485,144",$325507180.0000,"530,682",$309197926.0000,puts,2021-04-02
M-M (ALL),13151993,0,$0,"13,151,993",$6179211727.5900,0,$0,"12,157,968",$5863467937.7000,puts,2021-04-02
TOTAL PUTS,25890475,"7,783,255",$2988102319.9400,"18,107,220",$8587771496.6900,"7,573,713",$3147168724.2500,"18,316,762",$8428705092.3800,puts,2021-04-02
CUST (1-10),17650259,"13,609,026",$5748605275.4400,"4,041,233",$2085961697.5700,"7,837,687",$3150796887.2400,"9,589,667",$4833827466.6700,comb,2021-04-02
CUST (11-49),9989654,"7,629,164",$2112791214.0000,"2,360,490",$795817918.5000,"4,919,059",$1287903704.0000,"5,666,645",$1745045131.0000,comb,2021-04-02
CUST (50-UP),13585005,"9,366,191",$2614681285.2500,"4,218,814",$1299128720.7500,"6,420,797",$2030816672.7500,"8,064,907",$2259453857.5500,comb,2021-04-02
CUST (ALL),41224918,"30,604,381",$10476077774.6900,"10,620,537",$4180908336.8200,"19,177,543",$6469517263.9900,"23,321,219",$8838326455.2200,comb,2021-04-02
FIRM (ALL),2728915,"1,260,322",$864974429.0000,"1,468,593",$662520811.6600,"1,316,310",$990802793.8600,"1,346,491",$596044033.0000,comb,2021-04-02
M-M (ALL),41966516,0,$0,"41,966,516",$17989887462.5200,0,$0,"40,758,786",$17279678268.6200,comb,2021-04-02
TOTAL COMB,85920349,"31,864,703",$11341052203.6900,"54,055,646",$22833316611.0000,"20,493,853",$7460320057.8500,"65,426,496",$26714048756.8400,comb,2021-04-02
CUST (1-10),17132768,"14,100,076",$6026686839.5000,"3,032,692",$1989221227.7100,"5,327,812",$2162895877.5200,"10,714,729",$5952052645.4500,calls,2021-04-09
CUST (11-49),9970015,"8,036,623",$2165724121.0000,"1,933,392",$814835087.0000,"3,531,354",$943522784.0000,"6,361,718",$2051331955.5000,calls,2021-04-09
CUST (50-UP),12667105,"9,241,513",$2947837843.0000,"3,425,592",$1328181472.0000,"4,974,384",$1628789959.0000,"7,963,989",$2598661111.0000,calls,2021-04-09
CUST (ALL),39769888,"31,378,212",$11140248803.5000,"8,391,676",$4132237786.7100,"13,833,550",$4735208620.5200,"25,040,436",$10602045711.9500,calls,2021-04-09
FIRM (ALL),2117761,"1,001,160",$612646827.0000,"1,116,601",$706193812.0000,"1,324,845",$811482610.5000,"1,077,105",$709849569.7500,calls,2021-04-09
M-M (ALL),37515288,0,$0,"37,515,288",$16577429232.4700,0,$0,"38,127,001",$16310169948.9600,calls,2021-04-09
TOTAL CALLS,79402937,"32,379,372",$11752895630.5000,"47,023,565",$21415860831.1800,"15,158,395",$5546691231.0200,"64,244,542",$27622065230.6600,calls,2021-04-09
CUST (1-10),6031749,"3,898,835",$1934821628.5000,"2,132,914",$1077077134.7300,"3,907,963",$1914683015.5000,"2,641,996",$1290572875.0000,puts,2021-04-09
CUST (11-49),3516580,"2,391,536",$769151468.0000,"1,125,044",$359205110.4000,"2,286,431",$754021208.4000,"1,564,367",$458253487.0000,puts,2021-04-09
CUST (50-UP),4861313,"2,846,605",$754744491.0000,"2,014,708",$667434056.5000,"2,719,044",$703296486.0000,"2,438,713",$614986253.5000,puts,2021-04-09
CUST (ALL),14409642,"9,136,976",$3458717587.5000,"5,272,666",$2103716301.6300,"8,913,438",$3372000709.9000,"6,645,076",$2363812615.5000,puts,2021-04-09
FIRM (ALL),1655303,"823,934",$520466195.0000,"831,369",$503896336.0000,"577,130",$299221666.0000,"893,223",$413603549.9000,puts,2021-04-09
M-M (ALL),16368863,0,$0,"16,368,863",$6938898764.0000,0,$0,"15,404,941",$7077056642.8300,puts,2021-04-09
TOTAL PUTS,32433808,"9,960,910",$3979183782.5000,"22,472,898",$9546511401.6300,"9,490,568",$3671222375.9000,"22,943,240",$9854472808.2300,puts,2021-04-09
CUST (1-10),23164517,"17,998,911",$7961508468.0000,"5,165,606",$3066298362.4400,"9,235,775",$4077578893.0200,"13,356,725",$7242625520.4500,comb,2021-04-09
CUST (11-49),13486595,"10,428,159",$2934875589.0000,"3,058,436",$1174040197.4000,"5,817,785",$1697543992.4000,"7,926,085",$2509585442.5000,comb,2021-04-09
CUST (50-UP),17528418,"12,088,118",$3702582334.0000,"5,440,300",$1995615528.5000,"7,693,428",$2332086445.0000,"10,402,702",$3213647364.5000,comb,2021-04-09
CUST (ALL),54179530,"40,515,188",$14598966391.0000,"13,664,342",$6235954088.3400,"22,746,988",$8107209330.4200,"31,685,512",$12965858327.4500,comb,2021-04-09
FIRM (ALL),3773064,"1,825,094",$1133113022.0000,"1,947,970",$1210090148.0000,"1,901,975",$1110704276.5000,"1,970,328",$1123453119.6500,comb,2021-04-09
M-M (ALL),53884151,0,$0,"53,884,151",$23516327996.4700,0,$0,"53,531,942",$23387226591.7900,comb,2021-04-09
TOTAL COMB,111836745,"42,340,282",$15732079413.0000,"69,496,463",$30962372232.8100,"24,648,963",$9217913606.9200,"87,187,782",$37476538038.8900,comb,2021-04-09
CUST (1-10),18733891,"15,181,618",$7117286673.0000,"3,552,273",$2265892637.8400,"5,675,364",$2374409590.3000,"11,776,824",$7060254667.6400,calls,2021-04-16
CUST (11-49),10917876,"8,625,621",$2384396956.0000,"2,292,255",$1005208800.0000,"3,739,244",$948740209.0000,"7,160,337",$2603366110.0000,calls,2021-04-16
CUST (50-UP),14302599,"10,220,842",$2879192260.0000,"4,081,757",$1548339392.5000,"4,971,265",$1593473056.0000,"9,354,177",$3045610036.0000,calls,2021-04-16
CUST (ALL),43954366,"34,028,081",$12380875889.0000,"9,926,285",$4819440830.3400,"14,385,873",$4916622855.3000,"28,291,338",$12709230813.6400,calls,2021-04-16
FIRM (ALL),2121604,"1,008,241",$463434726.0000,"1,113,363",$584144253.0000,"1,359,271",$679616274.0000,"1,086,931",$611157806.0000,calls,2021-04-16
M-M (ALL),40420012,0,$0,"40,420,012",$18824653293.9400,0,$0,"41,372,569",$18155921243.3400,calls,2021-04-16
TOTAL CALLS,86495982,"35,036,322",$12844310615.0000,"51,459,660",$24228238377.2800,"15,745,144",$5596239129.3000,"70,750,838",$31476309862.9800,calls,2021-04-16
CUST (1-10),6549725,"4,097,370",$2152586253.0000,"2,452,355",$1179160432.5800,"4,253,988",$2026086001.0000,"2,966,640",$1443952223.0000,puts,2021-04-16
CUST (11-49),3768419,"2,392,938",$773594147.0000,"1,375,481",$451118404.0000,"2,491,437",$853869331.0000,"1,748,012",$516210598.5000,puts,2021-04-16
CUST (50-UP),5484388,"2,995,676",$667469312.0000,"2,488,712",$821801945.5000,"3,062,119",$816392587.0000,"2,882,427",$704634719.0000,puts,2021-04-16
CUST (ALL),15802532,"9,485,984",$3593649712.0000,"6,316,548",$2452080782.0800,"9,807,544",$3696347919.0000,"7,597,079",$2664797540.5000,puts,2021-04-16
FIRM (ALL),1926134,"957,798",$664940406.4500,"968,336",$683431870.0000,"687,182",$358183838.0000,"1,027,616",$555518902.0000,puts,2021-04-16
M-M (ALL),18303600,0,$0,"18,303,600",$7875054567.3500,0,$0,"16,912,845",$7994309138.3800,puts,2021-04-16
TOTAL PUTS,36032266,"10,443,782",$4258590118.4500,"25,588,484",$11010567219.4300,"10,494,726",$4054531757.0000,"25,537,540",$11214625580.8800,puts,2021-04-16
CUST (1-10),25283616,"19,278,988",$9269872926.0000,"6,004,628",$3445053070.4200,"9,929,352",$4400495591.3000,"14,743,464",$8504206890.6400,comb,2021-04-16
CUST (11-49),14686295,"11,018,559",$3157991103.0000,"3,667,736",$1456327204.0000,"6,230,681",$1802609540.0000,"8,908,349",$3119576708.5000,comb,2021-04-16
CUST (50-UP),19786987,"13,216,518",$3546661572.0000,"6,570,469",$2370141338.0000,"8,033,384",$2409865643.0000,"12,236,604",$3750244755.0000,comb,2021-04-16
CUST (ALL),59756898,"43,514,065",$15974525601.0000,"16,242,833",$7271521612.4200,"24,193,417",$8612970774.3000,"35,888,417",$15374028354.1400,comb,2021-04-16
FIRM (ALL),4047738,"1,966,039",$1128375132.4500,"2,081,699",$1267576123.0000,"2,046,453",$1037800112.0000,"2,114,547",$1166676708.0000,comb,2021-04-16
